transaction_id,user_id,account_id,transaction_date,transaction_time,amount,currency,merchant,category,transaction_type,status,location,device,balance_after,notes
T000985,4602,65849,2021-10-27,18:35:09,4744.22,GBP,Google,Electronics,Credit,Pending,Tokyo,POS,12356.39,Monthly subscription
T000987,7307,87231,2024-12-27,20:38:03,2930.47,USD,Walmart,Salary,Credit,Pending,London,POS,9655.97,Gift
T000988,8365,91110,2020-06-29,18:25:56,537.02,EUR,Tesla,Salary,Credit,Failed,Berlin,ATM,10597.77,
T000989,3177,31897,2022-02-24,11:07:44,166.9,EUR,Apple,Utilities,Debit,Failed,New York,POS,16943.08,
T000990,5568,82765,2021-12-22,03:02:08,4001.07,ILS,Tesla,Electronics,Credit,Failed,New York,Mobile,17019.9,Refund
T000993,9486,79029,2024-04-09,16:39:13,-4977.09,GBP,Walmart,Utilities,Credit,Pending,Berlin,POS,14385.39,Gift
T000994,7077,63626,2021-05-11,02:25:21,2228.82,ILS,Apple,Utilities,Debit,Failed,Tokyo,POS,3404.26,
T000997,4612,45014,2020-06-22,22:38:10,-2069.51,ILS,Walmart,Salary,Debit,Completed,London,Mobile,3263.33,Bonus
T000999,9156,74780,2023-06-07,15:33:59,-4136.48,EUR,Amazon,Electronics,Credit,Failed,Tokyo,POS,15938.47,Monthly subscription
T001000,8250,34893,2021-06-03,18:29:57,-3333.93,EUR,Tesla,Groceries,Debit,Failed,Tel Aviv,ATM,423.98,Monthly subscription
T001001,5692,58491,2024-12-20,13:25:14,-1215.58,USD,Tesla,Entertainment,Debit,Pending,New York,Mobile,14822.9,Refund
T001004,1889,16933,2023-02-21,11:11:13,-3769.76,USD,Tesla,Travel,Debit,Completed,London,Mobile,8957.12,Refund
T001005,4912,28278,2021-06-23,14:40:04,-857.22,ILS,Tesla,Electronics,Credit,Pending,New York,ATM,9285.91,Rent payment
T001008,6286,70970,2023-09-07,07:03:01,-3653.54,GBP,IKEA,Electronics,Debit,Failed,Tokyo,POS,17668.94,Bonus
T001009,2324,89547,2024-07-09,09:49:53,4497.35,GBP,Tesla,Groceries,Credit,Completed,Tokyo,Web,12494.12,Bonus
T001010,4314,70601,2022-10-20,18:02:36,-4976.24,ILS,Apple,Groceries,Debit,Failed,London,Mobile,7966.07,Bonus
T001013,7012,92808,2024-03-16,03:52:01,-3719.06,USD,Google,Entertainment,Debit,Failed,Tokyo,ATM,16891.29,Bonus
T001015,6370,72880,2023-06-13,18:55:24,-4523.02,GBP,IKEA,Groceries,Debit,Completed,New York,Web,14582.18,Refund
T001016,3599,13270,2021-11-16,06:57:28,2462.9,GBP,Walmart,Electronics,Credit,Completed,Tel Aviv,Web,19446.52,Monthly subscription
T001017,5615,96318,2021-12-02,05:32:32,-4973.16,USD,Apple,Groceries,Debit,Failed,New York,Mobile,412.67,Gift
T001018,3246,86503,2021-07-31,16:00:58,1240.49,ILS,Walmart,Groceries,Credit,Pending,Tokyo,Mobile,14807.29,Refund
T001019,1618,35545,2024-09-25,15:57:45,4529.24,ILS,Amazon,Groceries,Credit,Completed,New York,Mobile,17897.37,Monthly subscription
T001020,2042,83566,2022-02-23,16:02:31,-839.72,GBP,Walmart,Utilities,Credit,Pending,New York,Mobile,5169.61,
T001021,2304,58773,2021-01-28,06:23:07,798.45,EUR,Walmart,Utilities,Debit,Completed,Berlin,POS,17082.01,Refund
T001024,9341,37217,2022-04-29,12:46:44,-3298.49,ILS,Amazon,Salary,Credit,Failed,Tel Aviv,ATM,9898.48,Bonus
T001026,7631,68118,2021-07-09,05:21:58,-3777.9,EUR,Tesla,Electronics,Debit,Completed,Tokyo,Web,6632.89,Monthly subscription
T001027,2016,28671,2022-10-16,09:54:59,-1159.45,USD,Tesla,Utilities,Credit,Completed,Tokyo,Web,15873.86,Refund
T001029,1398,72609,2024-12-27,04:35:00,354.27,EUR,IKEA,Utilities,Debit,Pending,Tokyo,Mobile,8394.94,Rent payment
T001034,2360,28402,2022-09-26,11:19:53,-4029.72,GBP,Apple,Travel,Credit,Completed,Berlin,ATM,560.51,Refund
T001035,2222,38034,2021-09-17,05:08:51,1726.96,USD,Tesla,Entertainment,Credit,Failed,London,Web,12870.73,Gift
T001036,3692,86232,2022-02-17,00:00:18,-2359.9,EUR,Apple,Electronics,Credit,Failed,Tel Aviv,Web,16362.01,Bonus
T001037,6895,75701,2022-08-18,04:36:53,4409.67,EUR,Google,Entertainment,Debit,Completed,London,Mobile,17503.68,Refund
T001039,1352,30602,2023-11-10,02:18:27,-1362.9,ILS,Google,Groceries,Credit,Failed,Tel Aviv,ATM,17092.34,Monthly subscription
T001043,6491,43132,2020-09-16,17:32:19,-3409.9,USD,Amazon,Electronics,Credit,Failed,Tel Aviv,Mobile,15389.62,Gift
T001044,7023,56616,2021-08-26,04:40:39,4943.5,GBP,Apple,Utilities,Debit,Failed,Tokyo,ATM,8862.57,Rent payment
T001045,8897,19549,2022-03-30,22:37:24,2921.95,ILS,Apple,Utilities,Debit,Pending,London,ATM,8880.88,Gift
T001046,2554,59387,2020-12-27,02:29:32,-443.84,ILS,Google,Salary,Debit,Failed,Tel Aviv,Mobile,8172.05,Rent payment
T001049,4962,75486,2024-05-15,15:52:59,2802.25,EUR,IKEA,Utilities,Debit,Completed,London,Web,5348.0,Bonus
T001050,2269,58556,2021-10-18,19:30:39,2854.54,EUR,Amazon,Utilities,Debit,Failed,Tokyo,Mobile,8038.57,Bonus
T001051,6585,97317,2023-04-16,19:29:58,-4466.76,GBP,Walmart,Entertainment,Debit,Failed,London,POS,13431.72,Refund
T001052,5126,72049,2024-07-04,19:27:14,1907.88,ILS,Google,Groceries,Credit,Pending,London,Mobile,2280.09,Monthly subscription
T001053,2674,69194,2024-10-27,17:14:16,-213.69,GBP,Tesla,Groceries,Debit,Pending,Tokyo,Mobile,17610.22,Refund
T001054,7127,86648,2023-08-15,16:41:20,2258.57,GBP,Apple,Groceries,Debit,Completed,Tel Aviv,POS,11583.68,Bonus
T001055,3957,35663,2022-03-06,19:17:42,-1812.12,GBP,Apple,Travel,Debit,Failed,Berlin,POS,18377.77,
T001056,7502,32271,2021-01-24,20:09:59,-3894.43,EUR,Google,Electronics,Debit,Pending,New York,Mobile,13684.63,Refund
T001057,1327,62255,2023-12-02,19:24:42,4139.86,GBP,Google,Travel,Credit,Pending,New York,Mobile,10107.37,Refund
T001058,4982,83249,2023-05-03,23:18:19,4506.69,EUR,IKEA,Groceries,Debit,Failed,London,ATM,15201.67,Gift
T001059,8768,53842,2021-11-13,07:28:11,3708.28,ILS,Amazon,Utilities,Credit,Pending,Berlin,POS,5332.26,Monthly subscription
T001060,4481,15031,2023-10-03,22:22:28,1020.15,GBP,IKEA,Salary,Debit,Completed,Tokyo,Web,2181.49,
T001062,4414,29518,2022-05-13,03:06:25,-370.96,ILS,Tesla,Groceries,Credit,Pending,New York,Mobile,18281.15,Bonus
T001065,6097,93867,2023-03-23,19:05:54,-2247.85,GBP,Amazon,Groceries,Debit,Completed,Tokyo,Mobile,11262.03,Bonus
T001067,6447,74436,2022-04-08,10:53:01,604.48,GBP,Amazon,Groceries,Debit,Pending,Tel Aviv,Web,15264.92,Rent payment
T001068,2586,20451,2023-08-25,10:14:17,-746.65,GBP,Apple,Groceries,Debit,Completed,New York,POS,16231.36,Bonus
T001071,2912,35134,2024-06-20,01:06:20,2291.39,USD,Tesla,Salary,Credit,Failed,Tokyo,Mobile,10498.66,Monthly subscription
T001073,8303,12818,2020-10-08,02:53:49,3778.91,USD,IKEA,Salary,Debit,Failed,New York,Web,3267.28,Monthly subscription
T001074,7465,81506,2021-07-11,23:25:39,-186.74,EUR,Apple,Travel,Credit,Completed,Berlin,Web,16726.06,Monthly subscription
T001075,9038,34431,2021-02-16,14:32:59,-1176.18,ILS,IKEA,Entertainment,Credit,Pending,Berlin,Mobile,2937.39,
T001081,6916,20943,2022-01-01,03:05:00,3456.07,ILS,Amazon,Utilities,Credit,Pending,Berlin,Web,2462.17,
T001082,4623,74557,2023-05-15,12:20:52,-4678.01,USD,Tesla,Entertainment,Debit,Failed,Berlin,Mobile,2215.34,Bonus
T001084,8334,65783,2024-03-23,20:53:19,4011.53,EUR,IKEA,Entertainment,Credit,Completed,Berlin,Mobile,612.14,Refund
T001085,4986,41445,2022-04-04,10:01:58,-4642.7,ILS,Apple,Entertainment,Debit,Completed,New York,ATM,7075.82,Bonus
T001088,3187,31257,2023-04-18,09:14:45,9.43,ILS,Apple,Utilities,Debit,Pending,Berlin,Mobile,19667.04,Bonus
T001092,2890,39430,2022-05-14,17:09:56,-4609.45,USD,Google,Utilities,Debit,Completed,Berlin,Web,7545.38,
T001094,7327,38132,2024-11-11,08:49:59,1428.78,ILS,Google,Travel,Debit,Pending,Tel Aviv,POS,14143.51,Gift
T001098,8316,23003,2023-11-27,08:09:20,2222.47,GBP,Google,Groceries,Credit,Failed,Tel Aviv,POS,10272.68,Monthly subscription
T001099,6078,20656,2023-03-09,22:53:04,454.9,GBP,IKEA,Salary,Debit,Pending,Tokyo,ATM,7621.42,Rent payment
T001101,6910,22306,2020-04-20,20:34:07,-2145.85,GBP,Amazon,Utilities,Debit,Failed,New York,ATM,11956.78,Rent payment
T001102,7942,83165,2022-07-20,20:38:41,4055.34,ILS,IKEA,Entertainment,Credit,Pending,Berlin,Web,10432.89,
T001104,3125,77540,2022-09-15,02:41:38,-3741.76,EUR,Amazon,Salary,Credit,Pending,Tel Aviv,Web,4146.08,Refund
T001105,8894,66046,2021-11-22,03:09:28,3946.38,GBP,Amazon,Travel,Credit,Failed,Tel Aviv,Web,4830.42,
T001110,4566,93916,2020-12-12,14:23:51,4776.64,GBP,IKEA,Salary,Debit,Pending,London,POS,5047.41,Gift
T001111,7297,13222,2022-01-04,07:37:07,-3055.87,GBP,Walmart,Electronics,Credit,Failed,New York,ATM,9199.82,Bonus
T001112,9860,18458,2024-07-12,18:51:08,-1904.73,ILS,IKEA,Salary,Debit,Failed,London,Web,17409.95,Rent payment
T001113,3543,83517,2020-03-04,00:21:22,1729.55,USD,Amazon,Groceries,Debit,Failed,Tokyo,Web,10597.18,Gift
T001114,8480,38857,2021-05-13,23:22:58,-1787.65,USD,IKEA,Salary,Credit,Failed,New York,Web,6763.4,Rent payment
T001116,2379,59701,2020-08-23,08:51:13,-925.37,USD,IKEA,Utilities,Debit,Completed,New York,ATM,9806.58,
T001117,9808,44372,2023-10-09,16:49:38,1330.18,GBP,Amazon,Salary,Credit,Completed,Tel Aviv,ATM,47.12,Monthly subscription
T001118,7782,81172,2021-04-26,22:25:45,-104.68,ILS,Apple,Utilities,Credit,Completed,London,ATM,7104.31,Refund
T001119,7975,22253,2021-06-26,13:03:30,-2170.66,ILS,IKEA,Electronics,Debit,Failed,London,Web,784.47,Gift
T001120,2989,70103,2020-08-27,11:52:15,1115.79,ILS,Tesla,Utilities,Credit,Completed,New York,POS,11623.03,Gift
T001121,9460,26041,2022-04-11,05:27:32,-3798.94,USD,Tesla,Salary,Credit,Pending,Tel Aviv,POS,4733.93,Bonus
T001122,2120,23056,2022-05-29,09:09:38,-4827.49,GBP,Tesla,Travel,Debit,Completed,Tokyo,ATM,17656.91,
T001123,1366,14480,2024-03-20,12:39:54,-367.93,ILS,Tesla,Electronics,Credit,Failed,London,ATM,10214.95,Bonus
T001124,5289,38002,2023-10-15,15:27:51,-2502.26,EUR,Walmart,Utilities,Debit,Completed,Berlin,POS,15577.58,
T001127,8141,50952,2022-08-21,03:41:39,-672.87,ILS,IKEA,Utilities,Credit,Completed,Berlin,ATM,8817.75,Bonus
T001130,6500,54607,2020-01-29,13:06:50,328.92,GBP,Tesla,Salary,Credit,Completed,Berlin,ATM,18283.61,Monthly subscription
T001131,1676,22542,2020-03-18,11:40:56,3455.89,EUR,Walmart,Travel,Debit,Pending,New York,POS,7607.98,Refund
T001134,1687,62772,2020-09-29,13:46:43,546.01,EUR,Tesla,Utilities,Credit,Failed,Berlin,ATM,16381.29,Rent payment
T001140,1777,98540,2021-11-27,14:58:12,-1607.51,ILS,Tesla,Salary,Credit,Pending,Tokyo,ATM,621.77,Rent payment
T001142,3694,72897,2020-01-12,11:40:50,3015.62,EUR,Apple,Salary,Debit,Pending,Berlin,ATM,12606.85,Gift
T001144,9685,29415,2021-11-22,16:46:25,3389.31,EUR,Walmart,Travel,Debit,Completed,London,POS,18492.47,Refund
T001145,9000,13443,2020-08-11,06:43:53,4630.94,USD,Walmart,Utilities,Credit,Pending,London,ATM,8366.1,
T001146,8061,92498,2020-03-22,04:50:33,68.16,GBP,Walmart,Electronics,Debit,Completed,Tel Aviv,Web,5004.12,Bonus
T001148,3059,96681,2021-03-20,14:14:00,1745.8,EUR,Amazon,Salary,Debit,Failed,New York,Mobile,9979.52,Gift
T001150,5950,30924,2020-01-02,15:03:45,920.68,ILS,Apple,Salary,Credit,Completed,Tokyo,Mobile,12707.07,Gift
T001152,8988,21563,2021-09-01,13:56:45,1989.39,USD,Amazon,Salary,Credit,Failed,London,POS,13144.76,Gift
T001153,5816,20181,2021-11-07,16:59:46,2861.81,GBP,Apple,Salary,Credit,Failed,New York,Mobile,8070.81,Rent payment
T001155,4936,90593,2020-08-11,04:24:07,-3643.49,EUR,Amazon,Groceries,Credit,Pending,Tokyo,POS,8139.95,Refund
T001157,2935,35229,2023-10-05,11:17:41,3182.81,GBP,Walmart,Groceries,Credit,Completed,Tel Aviv,ATM,5269.91,Bonus
T001159,9206,20167,2020-01-12,20:43:19,-4847.02,EUR,IKEA,Travel,Credit,Failed,Tokyo,Web,10305.34,Refund
T001161,7942,64953,2023-07-22,07:20:31,-4556.86,ILS,Google,Travel,Credit,Failed,Tel Aviv,ATM,980.28,Gift
T001162,8998,32617,2020-01-20,23:15:40,2045.27,USD,Apple,Utilities,Credit,Completed,Tokyo,POS,9940.59,Bonus
T001167,7393,40797,2024-01-06,19:33:15,3563.66,GBP,Amazon,Groceries,Credit,Completed,Tokyo,Mobile,2648.91,Gift
T001170,6377,96782,2024-06-01,10:07:44,3193.31,ILS,Walmart,Salary,Debit,Pending,Tel Aviv,Mobile,6317.55,Gift
T001174,1678,41743,2021-06-12,13:04:55,2219.77,USD,Amazon,Travel,Credit,Pending,New York,Web,5563.69,Gift
T001176,5198,56789,2022-01-31,07:48:17,1515.35,ILS,Walmart,Groceries,Debit,Completed,Tel Aviv,Web,15444.3,Gift
T001177,1132,51735,2023-10-03,19:38:32,-1766.16,ILS,Tesla,Salary,Debit,Completed,Tel Aviv,ATM,15780.18,
T001178,2229,45356,2020-05-21,07:44:03,3418.97,EUR,Walmart,Travel,Debit,Completed,London,Web,14202.7,Monthly subscription
T001182,7623,40209,2021-11-12,02:15:04,-3539.13,USD,Walmart,Entertainment,Credit,Failed,New York,POS,223.93,Bonus
T001183,5241,36045,2020-06-13,02:46:44,2041.05,GBP,IKEA,Salary,Credit,Pending,Tokyo,ATM,7796.19,Bonus
T001185,2205,16488,2022-04-23,22:52:50,-3456.63,USD,IKEA,Salary,Credit,Completed,New York,ATM,1404.26,Refund
T001186,3163,90770,2020-06-16,09:17:00,-1501.73,ILS,IKEA,Groceries,Credit,Completed,Berlin,Web,9448.46,
T001189,5556,45358,2022-05-06,16:30:56,2041.46,ILS,Walmart,Salary,Debit,Pending,Tel Aviv,Web,4297.4,Rent payment
T001190,1077,69893,2020-08-25,10:13:12,4574.9,ILS,Tesla,Travel,Debit,Failed,Berlin,POS,6521.84,Bonus
T001191,1156,12096,2021-05-05,23:03:50,-3521.91,EUR,Google,Groceries,Credit,Failed,London,POS,4630.64,
T001192,8175,12267,2022-02-26,21:55:02,1950.97,USD,Apple,Salary,Credit,Failed,London,POS,19773.06,Monthly subscription
T001193,1388,68193,2024-09-04,08:29:06,-851.8,EUR,Walmart,Groceries,Debit,Pending,London,POS,2302.35,Refund
T001198,1038,12972,2020-01-27,09:34:42,-4738.01,EUR,Apple,Travel,Credit,Pending,Berlin,Web,15428.69,Refund
T001200,3885,94060,2021-04-03,18:51:42,2913.95,EUR,Google,Electronics,Credit,Failed,Berlin,Mobile,6758.61,Rent payment
T001201,4535,37659,2024-03-10,19:23:22,3836.17,USD,Apple,Utilities,Debit,Completed,Tel Aviv,ATM,13266.34,Rent payment
T001203,2432,17497,2021-02-02,17:10:37,1600.18,GBP,Tesla,Utilities,Debit,Pending,London,ATM,10628.34,Bonus
T001205,4506,45575,2024-05-27,23:53:21,1512.46,GBP,Walmart,Travel,Debit,Failed,Tokyo,Mobile,4546.9,
T001210,7659,77689,2020-05-31,06:18:17,-3574.9,GBP,IKEA,Electronics,Debit,Pending,Berlin,ATM,8193.87,
T001211,4204,23816,2023-04-15,07:32:18,4175.51,GBP,Google,Salary,Credit,Completed,Berlin,ATM,19810.08,Monthly subscription
T001215,8723,86823,2023-01-12,11:20:21,52.27,GBP,Walmart,Entertainment,Credit,Failed,Tel Aviv,ATM,2287.66,Refund
T001216,9215,10898,2023-07-22,00:57:31,-1591.42,USD,Walmart,Entertainment,Debit,Failed,Berlin,Web,15483.95,
T001217,3713,13580,2021-10-27,14:44:03,1877.72,EUR,Amazon,Groceries,Debit,Pending,Tel Aviv,Web,4744.0,Bonus
T001219,8829,28348,2022-05-26,09:10:53,-3376.43,USD,Google,Travel,Credit,Completed,Tokyo,Web,17654.8,Gift
T001221,7153,26633,2024-04-24,03:43:40,-4464.11,USD,Google,Electronics,Debit,Completed,Tel Aviv,Mobile,17914.45,Refund
T001222,9781,95101,2023-08-18,14:50:31,-2805.45,EUR,Walmart,Travel,Debit,Pending,London,ATM,7094.34,Refund
T001223,9298,50459,2022-05-22,09:30:29,2344.22,EUR,Walmart,Electronics,Debit,Pending,New York,POS,13030.87,Gift
T001225,2066,22486,2024-05-15,10:00:26,-2078.31,EUR,Amazon,Entertainment,Credit,Completed,Tokyo,Web,18106.44,Gift
T001226,5203,25260,2022-08-14,18:29:35,-635.83,EUR,IKEA,Groceries,Credit,Pending,New York,ATM,12681.34,Monthly subscription
T001228,6488,56511,2021-10-14,06:42:35,-1881.36,EUR,Tesla,Groceries,Debit,Pending,London,Mobile,9807.58,Gift
T001229,5685,74713,2024-08-05,10:59:22,4578.31,GBP,Tesla,Salary,Credit,Completed,Berlin,POS,184.1,
T001231,4611,28032,2022-02-14,11:18:13,3841.15,GBP,Walmart,Utilities,Debit,Failed,Berlin,Mobile,6580.07,Rent payment
T001233,9916,39263,2022-01-18,12:19:15,-3907.03,GBP,Google,Utilities,Debit,Failed,New York,Mobile,12238.12,
T001234,8236,17012,2024-11-20,02:49:34,211.02,ILS,Google,Salary,Debit,Failed,Berlin,ATM,19650.59,Rent payment
T001235,1565,58299,2023-08-05,09:51:40,-2903.64,GBP,IKEA,Electronics,Debit,Pending,London,Mobile,11966.06,Bonus
T001236,3253,52496,2021-11-27,22:29:28,3238.26,USD,Apple,Utilities,Debit,Completed,Berlin,Web,13379.54,Monthly subscription
T001237,6118,24469,2024-04-08,10:05:07,1455.91,GBP,Google,Travel,Debit,Failed,Berlin,Web,2885.81,Monthly subscription
T001239,6341,57255,2020-07-22,22:58:17,-3562.06,USD,IKEA,Salary,Debit,Pending,New York,ATM,12665.37,Refund
T001240,8436,45586,2021-03-02,18:46:13,2407.47,USD,IKEA,Entertainment,Credit,Completed,Berlin,POS,10586.66,Monthly subscription
T001241,9364,33599,2024-07-02,13:21:56,3035.16,EUR,Tesla,Utilities,Debit,Failed,New York,Web,2598.82,Monthly subscription
T001242,2272,37104,2020-09-03,09:00:47,2183.69,GBP,Tesla,Groceries,Debit,Pending,Tokyo,ATM,17378.08,Gift
T001247,6009,89039,2023-08-09,09:24:53,-1204.85,ILS,Walmart,Salary,Credit,Pending,Tokyo,Web,8520.68,Gift
T001248,5379,10333,2020-08-11,02:27:33,1102.97,ILS,Amazon,Salary,Debit,Pending,Berlin,Web,10150.43,Gift
T001249,8405,70707,2023-02-18,17:39:01,-660.72,GBP,IKEA,Entertainment,Debit,Completed,London,Web,13053.74,Bonus
T001251,3040,57736,2023-07-10,17:50:31,-3119.36,ILS,Tesla,Travel,Debit,Failed,Berlin,ATM,2474.05,
T001253,1000,42923,2021-11-08,09:41:43,-11.38,EUR,Google,Utilities,Credit,Pending,New York,POS,13014.39,
T001254,1790,50870,2022-01-24,06:21:02,985.78,GBP,Apple,Entertainment,Credit,Failed,Berlin,ATM,7257.1,Refund
T001255,6877,18559,2022-04-30,09:56:23,-1754.87,ILS,IKEA,Electronics,Credit,Completed,New York,POS,3474.92,Monthly subscription
T001256,5615,75574,2021-09-22,19:36:15,1681.83,USD,IKEA,Salary,Credit,Pending,London,POS,8175.62,Bonus
T001261,1442,71898,2023-05-22,13:09:34,2495.07,ILS,IKEA,Entertainment,Credit,Pending,Tokyo,Web,5974.59,Gift
T001262,4073,30051,2020-08-28,09:05:05,2643.33,ILS,Amazon,Electronics,Credit,Failed,New York,ATM,13114.5,
T001263,4542,85867,2022-03-23,10:58:03,3683.05,EUR,IKEA,Groceries,Debit,Completed,New York,Web,18934.8,Monthly subscription
T001264,3806,83581,2022-02-10,07:36:04,-157.09,ILS,Google,Travel,Credit,Failed,New York,Mobile,2046.51,Monthly subscription
T001265,3430,40540,2020-07-09,12:51:22,2400.07,EUR,Apple,Entertainment,Credit,Pending,Tokyo,POS,2143.95,
T001269,8077,55699,2021-12-08,15:35:32,3675.35,ILS,Tesla,Entertainment,Debit,Pending,Tokyo,ATM,2380.68,Refund
T001271,1258,23365,2021-01-17,05:25:54,3059.51,ILS,Amazon,Electronics,Debit,Failed,Tokyo,Web,2078.28,Rent payment
T001272,3165,98978,2020-07-12,04:20:24,-3769.84,GBP,IKEA,Salary,Debit,Pending,Berlin,POS,18212.29,Bonus
T001273,9085,92518,2020-10-02,07:57:38,4114.83,USD,Tesla,Salary,Credit,Failed,New York,ATM,7149.03,Refund
T001276,5636,53304,2020-01-09,15:37:10,2591.89,USD,Google,Electronics,Debit,Failed,New York,Mobile,15117.99,
T001277,3308,84082,2022-07-16,11:35:46,3960.68,ILS,Google,Travel,Debit,Failed,Tel Aviv,Web,19021.64,
T001279,3609,42393,2021-11-17,22:47:57,1646.97,ILS,Tesla,Salary,Debit,Failed,London,Mobile,1893.24,Refund
T001281,4315,32673,2023-05-08,21:49:38,3834.11,USD,Walmart,Utilities,Credit,Completed,Berlin,Mobile,15557.31,Refund
T001282,7247,92303,2020-12-04,05:35:00,-100.54,USD,IKEA,Electronics,Debit,Completed,London,Web,13885.52,Refund
T001283,2175,55367,2024-06-19,10:14:51,3760.05,GBP,Walmart,Travel,Credit,Pending,New York,POS,4919.95,Bonus
T001285,8842,66427,2023-07-15,01:06:39,2282.39,EUR,Walmart,Utilities,Debit,Pending,Tel Aviv,Mobile,10357.91,Refund
T001286,5425,36152,2023-05-08,23:55:06,2473.37,ILS,Apple,Travel,Debit,Pending,Berlin,ATM,1765.66,
T001287,1388,26896,2021-09-13,02:49:09,2109.49,USD,Amazon,Utilities,Credit,Pending,New York,POS,6628.37,Rent payment
T001288,3310,85190,2020-10-03,15:35:36,2156.53,GBP,Tesla,Electronics,Debit,Completed,Tel Aviv,POS,12230.14,Refund
T001293,7871,99007,2023-08-03,03:00:56,-4813.84,USD,Tesla,Groceries,Credit,Completed,Tel Aviv,ATM,16329.01,Refund
T001294,4453,60834,2023-03-12,06:07:05,-1527.16,USD,IKEA,Electronics,Debit,Pending,Tokyo,Web,10378.89,Gift
T001295,9928,85004,2021-04-15,20:26:03,-3551.46,USD,Google,Electronics,Credit,Failed,New York,POS,15834.09,Monthly subscription
T001296,9456,85154,2023-02-10,16:55:21,1796.73,EUR,IKEA,Travel,Debit,Failed,Tokyo,Mobile,8000.61,Rent payment
T001297,2892,79635,2022-01-01,05:47:28,-737.76,ILS,Google,Electronics,Credit,Failed,Berlin,POS,10219.06,Refund
T001299,2730,36181,2024-12-04,19:36:49,-4048.26,GBP,Google,Travel,Debit,Completed,London,Web,4358.29,Gift
T001300,5702,13229,2024-09-26,18:36:40,-1124.43,GBP,Apple,Groceries,Debit,Completed,London,Mobile,12147.41,Rent payment
T001301,9312,58852,2022-10-15,15:09:24,-2020.25,GBP,Apple,Utilities,Debit,Completed,Tokyo,ATM,4185.77,Monthly subscription
T001302,6574,35700,2023-02-12,16:44:17,3311.6,ILS,Walmart,Travel,Debit,Completed,New York,POS,12695.33,Gift
T001303,2096,82124,2024-06-01,12:43:08,-1146.52,USD,Google,Travel,Credit,Failed,Tel Aviv,Web,15486.48,Rent payment
T001305,9768,72492,2020-04-28,21:41:33,2683.23,EUR,Tesla,Entertainment,Credit,Pending,London,Web,7120.56,Refund
T001306,1112,59473,2021-06-07,21:51:33,1818.64,GBP,IKEA,Electronics,Debit,Completed,Berlin,POS,557.42,Gift
T001307,7066,53128,2021-08-14,11:44:04,-1163.94,EUR,Apple,Salary,Debit,Failed,New York,Web,6178.09,Bonus
T001310,7736,96421,2021-03-25,09:29:01,-2619.95,ILS,Apple,Salary,Credit,Failed,Tokyo,ATM,3584.49,Bonus
T001311,7198,43599,2022-11-20,09:11:50,-3920.81,EUR,Tesla,Entertainment,Debit,Failed,Tokyo,Mobile,10210.86,Monthly subscription
T001314,2595,35820,2020-07-25,03:11:54,-3312.66,GBP,Apple,Electronics,Credit,Completed,Tel Aviv,Web,7519.34,
T001315,4981,84169,2022-01-27,00:42:40,-3966.65,EUR,Apple,Travel,Credit,Completed,Tokyo,POS,18451.08,Rent payment
T001316,2063,15753,2023-08-03,23:56:43,-1774.52,ILS,Apple,Travel,Credit,Pending,Tel Aviv,Web,11923.21,Monthly subscription
T001317,7143,84700,2023-04-14,04:52:54,-366.91,GBP,IKEA,Entertainment,Debit,Completed,London,Mobile,6014.87,Gift
T001320,9467,16376,2021-11-21,23:08:02,2310.56,GBP,Walmart,Salary,Credit,Pending,Berlin,Mobile,15218.68,
T001324,6846,62939,2021-08-13,08:07:51,2698.3,EUR,Apple,Groceries,Debit,Pending,London,POS,11858.5,Refund
T001326,8169,79312,2020-02-27,15:24:35,4342.27,USD,Tesla,Travel,Credit,Pending,London,POS,11551.95,Rent payment
T001329,1614,43774,2020-02-27,18:53:31,-2927.17,EUR,Google,Utilities,Credit,Failed,London,Web,2665.71,Bonus
T001330,8408,11397,2024-12-19,22:41:57,-76.27,USD,Tesla,Salary,Credit,Failed,London,POS,10967.11,Refund
T001332,3284,65578,2020-04-20,01:48:54,3012.53,ILS,Google,Entertainment,Credit,Completed,Tokyo,POS,8342.75,Gift
T001338,6493,96680,2022-08-29,16:10:54,-3642.38,GBP,Walmart,Groceries,Credit,Pending,Tokyo,Web,16053.24,Gift
T001341,7695,44471,2022-06-08,17:51:24,-1567.46,EUR,Walmart,Travel,Debit,Completed,New York,POS,7649.48,Gift
T001343,6918,21334,2024-11-11,01:02:09,1205.44,GBP,Walmart,Electronics,Debit,Pending,New York,Web,13898.33,Gift
T001345,8749,58215,2022-05-04,15:24:50,-316.3,ILS,Apple,Electronics,Credit,Failed,Berlin,Mobile,17650.12,Bonus
T001346,1734,86841,2021-10-15,18:22:08,1724.56,USD,Amazon,Salary,Credit,Failed,New York,Web,12162.79,Monthly subscription
T001347,4972,33111,2021-10-30,05:57:40,2966.56,ILS,Google,Utilities,Debit,Failed,Berlin,POS,2141.21,Rent payment
T001348,3154,76819,2022-08-25,06:30:33,2757.08,GBP,Walmart,Utilities,Debit,Pending,Tokyo,Web,328.5,
T001349,5822,52477,2021-01-12,22:34:01,-1300.81,EUR,Apple,Electronics,Debit,Completed,New York,ATM,10671.23,Gift
T001350,3242,23266,2023-04-15,07:26:55,1004.9,ILS,Apple,Salary,Debit,Completed,Tokyo,Web,4095.45,Bonus
T001351,8572,17905,2024-08-18,21:30:36,3988.75,GBP,Amazon,Electronics,Credit,Failed,Berlin,ATM,18725.92,Refund
